Threat Category,IOCs (Indicators of Compromise),Threat Actor,Attack Vector,Geographical Location,Sentiment in Forums,Severity Score,Predicted Threat Category,Suggested Defense Mechanism,Risk Level Prediction,Cleaned Threat Description,Keyword Extraction,Named Entities (NER),Topic Modeling Labels,Word Count
Ransomware,['123.456.78.9'],Anonymous,Network,Germany,0.92,5,Ransomware,Quarantine,2,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Phishing,37
Phishing,"['10.0.0.2', 'infected.exe']",APT-28,Network,North Korea,0.81,3,Phishing,Increase Web Security,4,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",DDoS,47
Malware,"['192.168.1.1', 'malicious.com']",Unknown,Email,USA,0.79,2,Ransomware,Monitor for Phishing,3,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",DDoS,22
Phishing,"['10.0.0.2', 'infected.exe']",APT-28,Web,USA,0.63,3,Malware,Increase Web Security,5,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Phishing,26
Phishing,"['10.0.0.2', 'infected.exe']",Lazarus Group,Network,Germany,0.88,1,Phishing,Increase Web Security,3,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Phishing,24
DDoS,"['malicious.net', 'spam.exe']",APT-28,Email,Global,0.54,4,Ransomware,Increase Web Security,3,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",Phishing,45
Ransomware,"['192.168.1.1', 'malicious.com']",APT-28,Web,Russia,0.96,2,DDoS,Increase Web Security,2,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",DDoS,37
Malware,"['192.168.1.1', 'malicious.com']",Unknown,Web,Global,0.66,5,Malware,Increase Web Security,1,malware detected in email attachment,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Malware,24
DDoS,"['192.168.1.1', 'malicious.com']",Lazarus Group,Email,Germany,0.56,1,Ransomware,Patch Vulnerability,3,distributed denial of service attack on public website,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Malware,20
Phishing,"['192.168.1.1', 'malicious.com']",Anonymous,Email,Russia,0.72,2,Phishing,Quarantine,4,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Phishing,40
Ransomware,"['192.168.1.1', 'malicious.com']",Anonymous,Network,Global,0.52,1,Ransomware,Increase Web Security,1,malware detected in email attachment,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Malware,13
DDoS,"['malicious.net', 'spam.exe']",Unknown,Web,Russia,0.84,5,Malware,Patch Vulnerability,4,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Malware,44
Ransomware,['123.456.78.9'],APT-28,Web,USA,0.95,2,Phishing,Monitor for Phishing,4,malware detected in email attachment,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Malware,43
DDoS,"['10.0.0.2', 'infected.exe']",Unknown,Email,Global,0.92,5,Malware,Increase Web Security,1,malware detected in email attachment,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",Ransomware,36
Ransomware,"['192.168.1.1', 'malicious.com']",Unknown,Web,Russia,0.56,3,Ransomware,Monitor for Phishing,1,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Phishing,19
Phishing,['123.456.78.9'],Unknown,Network,Russia,0.56,5,DDoS,Increase Web Security,4,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",DDoS,39
Malware,['123.456.78.9'],APT-28,Web,Russia,0.91,3,DDoS,Patch Vulnerability,2,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",Malware,29
Phishing,"['10.0.0.2', 'infected.exe']",Lazarus Group,Email,Global,0.96,2,Ransomware,Patch Vulnerability,5,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Ransomware,38
Malware,"['malicious.net', 'spam.exe']",Unknown,Email,North Korea,0.73,3,Ransomware,Patch Vulnerability,5,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Malware,38
Ransomware,"['malwarehash123', 'trojan.com']",APT-28,Network,Global,0.75,2,Ransomware,Quarantine,2,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Ransomware,32
DDoS,"['malwarehash123', 'trojan.com']",Lazarus Group,Network,Germany,0.66,2,Phishing,Monitor for Phishing,1,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Phishing,30
Phishing,['123.456.78.9'],Unknown,Web,Global,0.95,4,Malware,Quarantine,4,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Malware,19
Malware,"['10.0.0.2', 'infected.exe']",Anonymous,Web,Russia,0.82,2,Malware,Increase Web Security,5,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Ransomware,21
Phishing,"['malwarehash123', 'trojan.com']",Lazarus Group,Email,USA,0.64,3,Malware,Monitor for Phishing,4,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Phishing,39
Malware,['123.456.78.9'],Unknown,Network,Global,0.65,4,Ransomware,Patch Vulnerability,2,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",Phishing,42
Phishing,"['malicious.net', 'spam.exe']",Lazarus Group,Network,Global,0.95,4,Malware,Monitor for Phishing,4,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Ransomware,27
Malware,"['malwarehash123', 'trojan.com']",Lazarus Group,Network,Russia,0.51,2,Ransomware,Patch Vulnerability,2,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Malware,23
Malware,['123.456.78.9'],Lazarus Group,Web,USA,0.66,5,Phishing,Quarantine,1,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Malware,31
Ransomware,['123.456.78.9'],Lazarus Group,Network,USA,0.78,5,DDoS,Quarantine,2,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",Phishing,30
Malware,"['192.168.1.1', 'malicious.com']",Lazarus Group,Email,Germany,0.57,4,Ransomware,Patch Vulnerability,2,distributed denial of service attack on public website,"['phishing', 'link', 'email']","['Anonymous', 'Website']",Phishing,10
Ransomware,"['malicious.net', 'spam.exe']",Lazarus Group,Email,Global,0.55,2,Ransomware,Patch Vulnerability,5,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",DDoS,24
Malware,"['192.168.1.1', 'malicious.com']",Unknown,Web,USA,0.91,5,DDoS,Increase Web Security,4,phishing email with malicious link,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Phishing,45
DDoS,"['10.0.0.2', 'infected.exe']",Anonymous,Web,USA,0.95,2,DDoS,Quarantine,5,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",Malware,31
DDoS,"['192.168.1.1', 'malicious.com']",APT-28,Network,North Korea,0.91,2,Phishing,Quarantine,3,phishing email with malicious link,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",DDoS,41
DDoS,"['192.168.1.1', 'malicious.com']",Lazarus Group,Web,North Korea,0.95,4,Malware,Increase Web Security,2,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Phishing,42
Malware,"['malwarehash123', 'trojan.com']",APT-28,Email,USA,0.78,4,Ransomware,Quarantine,3,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Ransomware,48
Ransomware,['123.456.78.9'],Unknown,Network,Germany,0.91,1,Malware,Patch Vulnerability,5,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Phishing,32
Ransomware,"['malicious.net', 'spam.exe']",Lazarus Group,Email,USA,0.69,5,Ransomware,Monitor for Phishing,4,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",Phishing,11
Malware,"['192.168.1.1', 'malicious.com']",Anonymous,Network,Russia,0.83,5,Phishing,Monitor for Phishing,5,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Phishing,11
DDoS,"['malicious.net', 'spam.exe']",APT-28,Web,Global,0.99,5,DDoS,Quarantine,4,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",Ransomware,47
DDoS,"['192.168.1.1', 'malicious.com']",Lazarus Group,Network,Germany,0.61,3,Phishing,Increase Web Security,4,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Malware,38
Ransomware,"['10.0.0.2', 'infected.exe']",Unknown,Network,Russia,0.69,2,DDoS,Patch Vulnerability,1,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Ransomware,12
DDoS,"['192.168.1.1', 'malicious.com']",Anonymous,Email,Germany,0.74,4,Malware,Monitor for Phishing,2,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Phishing,48
Phishing,"['malwarehash123', 'trojan.com']",APT-28,Email,Russia,0.57,5,Malware,Patch Vulnerability,5,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",Malware,16
Ransomware,['123.456.78.9'],APT-28,Network,Global,0.54,1,Phishing,Quarantine,4,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",DDoS,45
DDoS,"['10.0.0.2', 'infected.exe']",Lazarus Group,Web,Global,0.91,5,DDoS,Quarantine,5,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Phishing,38
Ransomware,"['192.168.1.1', 'malicious.com']",Anonymous,Web,North Korea,0.99,2,Phishing,Monitor for Phishing,5,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",Ransomware,46
Phishing,"['malicious.net', 'spam.exe']",Anonymous,Email,Russia,0.7,2,DDoS,Quarantine,4,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",DDoS,45
Ransomware,"['10.0.0.2', 'infected.exe']",Anonymous,Web,North Korea,0.54,4,DDoS,Increase Web Security,3,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Phishing,32
Ransomware,"['10.0.0.2', 'infected.exe']",Anonymous,Email,Russia,0.53,3,Malware,Quarantine,2,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",DDoS,25
Ransomware,"['192.168.1.1', 'malicious.com']",Unknown,Web,North Korea,0.95,4,Malware,Quarantine,2,phishing email with malicious link,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Ransomware,40
Ransomware,"['10.0.0.2', 'infected.exe']",Anonymous,Network,Global,0.73,5,DDoS,Quarantine,1,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['Anonymous', 'Website']",DDoS,43
Phishing,"['malicious.net', 'spam.exe']",APT-28,Email,Germany,0.66,1,DDoS,Patch Vulnerability,1,malware detected in email attachment,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Ransomware,10
Malware,"['10.0.0.2', 'infected.exe']",APT-28,Email,North Korea,0.74,4,DDoS,Patch Vulnerability,1,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Phishing,27
Ransomware,"['malicious.net', 'spam.exe']",Unknown,Network,Russia,0.66,3,Malware,Monitor for Phishing,2,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",Malware,49
Ransomware,"['192.168.1.1', 'malicious.com']",APT-28,Email,Russia,0.74,4,Malware,Monitor for Phishing,3,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Phishing,24
DDoS,['123.456.78.9'],APT-28,Web,Global,0.93,2,Ransomware,Monitor for Phishing,2,phishing email with malicious link,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Malware,26
Ransomware,"['10.0.0.2', 'infected.exe']",Anonymous,Web,Russia,0.8,5,DDoS,Quarantine,2,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",Malware,19
DDoS,['123.456.78.9'],APT-28,Email,USA,0.85,5,Ransomware,Patch Vulnerability,2,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",Malware,29
Malware,"['malicious.net', 'spam.exe']",Unknown,Web,Germany,0.68,5,DDoS,Increase Web Security,2,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",Ransomware,15
Phishing,"['10.0.0.2', 'infected.exe']",Anonymous,Email,North Korea,0.87,5,Malware,Quarantine,3,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Ransomware,17
Phishing,"['malwarehash123', 'trojan.com']",Lazarus Group,Network,Germany,0.83,5,Ransomware,Quarantine,1,malware detected in email attachment,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Phishing,43
Malware,['123.456.78.9'],Anonymous,Email,Global,0.56,5,Ransomware,Quarantine,5,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Ransomware,41
Phishing,"['10.0.0.2', 'infected.exe']",Unknown,Network,North Korea,0.79,1,Phishing,Increase Web Security,1,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",Ransomware,13
Malware,['123.456.78.9'],Anonymous,Web,North Korea,0.63,3,DDoS,Monitor for Phishing,1,malware detected in email attachment,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Ransomware,48
Malware,"['10.0.0.2', 'infected.exe']",Anonymous,Network,USA,0.9,5,Malware,Increase Web Security,5,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",Ransomware,29
Malware,"['192.168.1.1', 'malicious.com']",Unknown,Web,Global,0.71,3,Phishing,Monitor for Phishing,2,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Phishing,33
Phishing,['123.456.78.9'],Anonymous,Email,Russia,1.0,5,Phishing,Increase Web Security,3,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",Phishing,33
DDoS,"['malwarehash123', 'trojan.com']",Unknown,Web,USA,0.55,4,DDoS,Patch Vulnerability,3,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Ransomware,35
Malware,"['malwarehash123', 'trojan.com']",Unknown,Email,USA,0.89,5,Phishing,Quarantine,1,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Phishing,34
Ransomware,"['malicious.net', 'spam.exe']",Lazarus Group,Email,Germany,0.84,2,DDoS,Quarantine,5,phishing email with malicious link,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",DDoS,45
Phishing,"['10.0.0.2', 'infected.exe']",APT-28,Network,Germany,0.88,1,Phishing,Quarantine,4,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",Phishing,16
Malware,['123.456.78.9'],APT-28,Network,Germany,0.65,4,DDoS,Monitor for Phishing,2,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Ransomware,19
Malware,"['malicious.net', 'spam.exe']",Anonymous,Network,USA,0.75,4,Malware,Increase Web Security,1,malware detected in email attachment,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Phishing,21
Ransomware,['123.456.78.9'],Anonymous,Network,Russia,0.9,2,DDoS,Patch Vulnerability,3,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",Phishing,10
DDoS,"['10.0.0.2', 'infected.exe']",Lazarus Group,Web,North Korea,0.62,5,DDoS,Increase Web Security,5,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",DDoS,34
DDoS,"['malwarehash123', 'trojan.com']",Lazarus Group,Web,Germany,0.61,1,Ransomware,Quarantine,5,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Phishing,25
DDoS,"['192.168.1.1', 'malicious.com']",Lazarus Group,Web,Russia,0.78,4,Malware,Patch Vulnerability,1,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",Phishing,14
Malware,"['malwarehash123', 'trojan.com']",Unknown,Email,Global,0.76,1,Malware,Patch Vulnerability,4,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",Malware,28
Malware,"['malicious.net', 'spam.exe']",Lazarus Group,Web,Germany,0.64,4,Malware,Quarantine,3,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",DDoS,13
Malware,"['192.168.1.1', 'malicious.com']",Lazarus Group,Web,North Korea,0.65,5,Phishing,Increase Web Security,1,malware detected in email attachment,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Malware,15
Phishing,"['malicious.net', 'spam.exe']",Anonymous,Web,Global,0.64,4,Ransomware,Quarantine,4,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",DDoS,35
Ransomware,"['10.0.0.2', 'infected.exe']",Lazarus Group,Network,Global,0.89,4,Malware,Increase Web Security,5,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",Malware,48
Malware,"['192.168.1.1', 'malicious.com']",Unknown,Web,North Korea,0.83,3,Phishing,Patch Vulnerability,2,malware detected in email attachment,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Malware,48
Ransomware,"['malicious.net', 'spam.exe']",Unknown,Email,Germany,0.92,5,Phishing,Patch Vulnerability,3,distributed denial of service attack on public website,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Phishing,18
Ransomware,"['10.0.0.2', 'infected.exe']",Anonymous,Network,USA,0.99,2,Phishing,Quarantine,3,malware detected in email attachment,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Phishing,23
DDoS,"['malwarehash123', 'trojan.com']",Lazarus Group,Email,North Korea,0.74,2,Ransomware,Patch Vulnerability,4,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",DDoS,18
Phishing,"['10.0.0.2', 'infected.exe']",Lazarus Group,Web,North Korea,0.53,5,Phishing,Monitor for Phishing,1,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",Phishing,24
Malware,['123.456.78.9'],Unknown,Network,North Korea,0.52,2,Ransomware,Patch Vulnerability,5,malware detected in email attachment,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Phishing,46
DDoS,"['10.0.0.2', 'infected.exe']",Lazarus Group,Email,Global,0.65,5,DDoS,Monitor for Phishing,4,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Phishing,29
DDoS,"['10.0.0.2', 'infected.exe']",Lazarus Group,Web,Russia,0.97,2,Phishing,Patch Vulnerability,2,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Ransomware,17
Malware,['123.456.78.9'],Lazarus Group,Email,USA,0.76,3,Malware,Quarantine,2,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Phishing,41
Ransomware,"['malicious.net', 'spam.exe']",APT-28,Email,Germany,0.64,2,Phishing,Quarantine,2,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",Phishing,30
DDoS,"['malicious.net', 'spam.exe']",Anonymous,Email,Germany,0.7,4,DDoS,Monitor for Phishing,4,malware detected in email attachment,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Ransomware,28
Ransomware,"['10.0.0.2', 'infected.exe']",APT-28,Web,Russia,0.8,5,DDoS,Quarantine,5,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Malware,38
Phishing,['123.456.78.9'],Anonymous,Web,North Korea,0.83,1,Phishing,Patch Vulnerability,3,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Malware,40
Ransomware,['123.456.78.9'],Unknown,Email,USA,0.58,1,DDoS,Patch Vulnerability,1,phishing email with malicious link,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Ransomware,15
Phishing,"['malwarehash123', 'trojan.com']",Lazarus Group,Network,Germany,0.99,5,Ransomware,Quarantine,3,malware detected in email attachment,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Ransomware,13
Ransomware,"['malicious.net', 'spam.exe']",Anonymous,Network,Germany,0.77,3,Ransomware,Patch Vulnerability,5,distributed denial of service attack on public website,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Ransomware,38
DDoS,"['192.168.1.1', 'malicious.com']",APT-28,Web,North Korea,0.57,2,Phishing,Increase Web Security,3,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",DDoS,12
DDoS,"['malicious.net', 'spam.exe']",Lazarus Group,Web,Russia,0.95,3,Ransomware,Increase Web Security,4,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Phishing,10
Phishing,"['malicious.net', 'spam.exe']",Unknown,Web,USA,0.54,1,Ransomware,Patch Vulnerability,2,malware detected in email attachment,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Phishing,24
Malware,"['malwarehash123', 'trojan.com']",Anonymous,Web,Russia,0.95,5,Malware,Quarantine,5,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Malware,30
Phishing,"['192.168.1.1', 'malicious.com']",Anonymous,Web,Russia,1.0,5,Phishing,Monitor for Phishing,5,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",Malware,40
Phishing,"['malwarehash123', 'trojan.com']",Anonymous,Network,USA,0.85,3,DDoS,Quarantine,3,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['CompanyX', 'APT-28']",Malware,16
Ransomware,"['192.168.1.1', 'malicious.com']",Lazarus Group,Web,USA,0.89,3,Phishing,Monitor for Phishing,4,malware detected in email attachment,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Phishing,26
Ransomware,"['10.0.0.2', 'infected.exe']",APT-28,Email,Germany,0.67,2,Ransomware,Quarantine,3,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Malware,28
Phishing,"['192.168.1.1', 'malicious.com']",APT-28,Email,Germany,0.97,4,Malware,Patch Vulnerability,3,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",Ransomware,48
DDoS,"['malwarehash123', 'trojan.com']",Anonymous,Network,USA,0.76,4,Phishing,Increase Web Security,5,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Malware,12
Ransomware,"['malicious.net', 'spam.exe']",Unknown,Email,Global,0.87,2,Phishing,Quarantine,3,phishing email with malicious link,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",Ransomware,39
Malware,"['192.168.1.1', 'malicious.com']",Unknown,Network,Germany,0.96,4,Ransomware,Monitor for Phishing,2,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",DDoS,44
Ransomware,"['192.168.1.1', 'malicious.com']",APT-28,Network,Global,0.99,1,Ransomware,Increase Web Security,3,phishing email with malicious link,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Phishing,38
Ransomware,['123.456.78.9'],Unknown,Email,USA,0.92,4,Phishing,Monitor for Phishing,2,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Phishing,23
Malware,"['malicious.net', 'spam.exe']",APT-28,Web,Germany,0.65,2,Ransomware,Patch Vulnerability,5,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",Phishing,44
Phishing,"['10.0.0.2', 'infected.exe']",Anonymous,Email,Russia,0.98,4,Ransomware,Increase Web Security,4,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",DDoS,37
Malware,"['malwarehash123', 'trojan.com']",APT-28,Email,USA,0.81,5,Ransomware,Monitor for Phishing,2,ransomware attack through network vulnerability,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",Ransomware,39
Phishing,"['10.0.0.2', 'infected.exe']",APT-28,Network,North Korea,0.97,3,Ransomware,Quarantine,4,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",DDoS,35
Phishing,"['malicious.net', 'spam.exe']",Anonymous,Email,Global,0.84,1,Ransomware,Patch Vulnerability,4,malware detected in email attachment,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Phishing,16
Phishing,"['192.168.1.1', 'malicious.com']",Unknown,Network,USA,0.65,5,Malware,Patch Vulnerability,2,phishing email with malicious link,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Ransomware,48
Malware,"['192.168.1.1', 'malicious.com']",APT-28,Web,USA,0.69,5,Ransomware,Patch Vulnerability,5,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",DDoS,40
Phishing,"['malicious.net', 'spam.exe']",APT-28,Web,Germany,0.78,2,DDoS,Quarantine,1,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Phishing,14
DDoS,"['192.168.1.1', 'malicious.com']",Anonymous,Web,Germany,0.9,3,Phishing,Quarantine,4,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Ransomware,44
Malware,"['192.168.1.1', 'malicious.com']",Unknown,Email,Germany,0.66,3,Malware,Increase Web Security,4,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Ransomware,23
DDoS,"['192.168.1.1', 'malicious.com']",APT-28,Network,North Korea,0.79,1,Malware,Quarantine,5,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Phishing,45
Phishing,"['malwarehash123', 'trojan.com']",Anonymous,Web,Germany,0.67,2,Ransomware,Increase Web Security,5,malware detected in email attachment,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Ransomware,36
Ransomware,"['malwarehash123', 'trojan.com']",APT-28,Network,USA,0.91,1,Phishing,Patch Vulnerability,3,phishing email with malicious link,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Phishing,33
Phishing,['123.456.78.9'],Lazarus Group,Network,Germany,0.73,4,DDoS,Increase Web Security,5,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Malware,49
DDoS,"['10.0.0.2', 'infected.exe']",Anonymous,Web,Russia,0.54,5,Ransomware,Monitor for Phishing,4,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Malware,38
